F602,F00026,C25757,LEM,The Messersmith Group,,2002-12-9,2003,2004,,0,2002-12-9,2002-12-9
F602,F23336,C24241,LEM,MILBERG WEISS BERSHAD HYNES & LERACH,,2002-12-9,2003,2004,,0,2002-12-9,2002-12-9
F602,F00026,C28282,LEM,The Messersmith Group,,2002-12-9,2003,2004,,0,2002-12-9,2002-12-9
F602,1239029,1239033,LEM,International Brotherhood of Electrical Workers (IBEW) Local 569,,2002-12-9,2003,2004,,0,2002-12-9,2002-12-9
F602,F00026,C24609,LEM,The Messersmith Group,,2002-12-9,2003,2004,,0,2002-12-9,2002-12-9
F602,1232581,E23833,LEM,AMERICAN COLLEGE OF OBSTETRICIANS AND GYNECOLOGISTS DISTRICT IX THE,,2002-12-10,2003,2004,,0,2002-12-10,2002-12-10
F602,F00773,E00397,LEM,CALIFORNIA STATE ASSOCIATION OF COUNTIES,,2002-12-16,2003,2004,,0,2002-12-16,2002-12-16
F602,F23974,C00039,LEM,ASSOCIATED GENERAL CONTRACTORS OF CALIFORNIA,,2002-12-19,2003,2004,,0,2002-12-19,2002-12-19
F602,F24082,C24671,LEM,CALIFORNIA ASSOCIATION OF HARBOR MASTERS AND PORT CAPTAINS,,2002-11-26,2003,2004,,0,2002-11-26,2002-11-26
F602,F24082,C27528,LEM,CALIFORNIA MARINE AFFAIRS AND NAVIGATION CONFERENCE,,2002-11-26,2003,2004,,0,2002-11-26,2002-11-26
F602,F24082,1244165,LEM,CENTRAL CALIFORNIA CHAMBER ALLIANCE,,2002-11-26,2003,2004,,0,2002-11-26,2002-11-26
F602,F24082,C00249,LEM,CALIFORNIA MINING ASSOCIATION,,2002-11-26,2003,2004,,0,2002-11-26,2002-11-26
F602,F24082,C24167,LEM,CALIFORNIA MARINE PARKS AND HARBORS ASSOCIATION,,2002-11-26,2003,2004,,0,2002-11-26,2002-11-26
F602,F24082,C28232,LEM,LENNOX INTERNATIONAL INC.,,2002-11-26,2003,2004,,0,2002-11-26,2002-11-26
F602,F24082,C00585,LEM,MARINA RECREATION ASSOCIATION,,2002-11-26,2003,2004,,0,2002-11-26,2002-11-26
F602,F24082,C23762,LEM,NISSAN NORTH AMERICA,,2002-11-26,2003,2004,,0,2002-11-26,2002-11-26
F602,F22074,C25835,LEM,The First American Corporation,,2002-12-27,2003,2004,,0,2002-12-27,2002-12-27
F602,F24082,C00636,LEM,NCMA INC.,,2002-11-26,2003,2004,,0,2002-11-26,2002-11-26
F602,F24082,C26412,LEM,TURLOCK IRRIGATION DISTRICT,,2002-11-26,2003,2004,,0,2002-11-26,2002-11-26
F602,F24082,C26643,LEM,UST PUBLIC AFFAIRS INC.,,2002-11-26,2003,2004,,0,2002-11-26,2002-11-26
F602,F24082,C25642,LEM,WESTERN BOATERS SAFETY GROUP,,2002-11-26,2003,2004,,0,2002-11-26,2002-11-26
F602,F24082,C25643,LEM,WESTERN MARINE ASSOCIATION INC.,,2002-11-26,2003,2004,,0,2002-11-26,2002-11-26
F602,F24771,C26808,LEM,California Newspaper Publishers Association,,2000-12-31,2001,2002,,0,2000-12-31,2000-12-31
F602,1224353,C25254,LEM,Casino Morongo of the Morongo Band of Mission Indians,,2001-1-1,2001,2002,,0,2001-1-1,2001-1-1
F602,F21409,E24725,LEM,CALIFORNIA CHILDREN'S LOBBY THE,,2002-12-19,2003,2004,,0,2002-12-19,2002-12-19
F602,F00610,C24436,LEM,3M,,2002-12-19,2003,2004,,0,2002-12-19,2002-12-19
F602,F00610,1235546,LEM,"Allen Group, The",,2002-12-19,2003,2004,,0,2002-12-19,2002-12-19
F602,F00610,1243265,LEM,3M Traffic Control Materials Division,,2002-12-19,2003,2004,,0,2002-12-19,2002-12-19
F602,F00610,1225981,LEM,"Apple Valley, Town of",,2002-12-19,2003,2004,,0,2002-12-19,2002-12-19
F602,F00610,C00123,LEM,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,,2002-12-19,2003,2004,,0,2002-12-19,2002-12-19
F602,F00610,C27579,LEM,California Association of Competitive Telecommunication Companies (CALTEL),,2002-12-19,2003,2004,,0,2002-12-19,2002-12-19
F602,F00610,C01279,LEM,CALIFORNIA ASSOCIATION OF PROFESSIONAL SCIENTISTS,,2002-12-19,2003,2004,,0,2002-12-19,2002-12-19
F602,F00610,C00322,LEM,CALIFORNIA ATHLETIC TRAINERS ASSOCIATION,,2002-12-19,2003,2004,,0,2002-12-19,2002-12-19
F602,F00610,C00195,LEM,CDF FIREFIGHTERS,,2002-12-20,2003,2004,,0,2002-12-20,2002-12-20
F602,1232795,1244125,LEM,California Self Insurers' Security Fund,,2002-12-20,2003,2004,,0,2002-12-20,2002-12-20
F602,F24824,C24371,LEM,American International Group Inc. and its subsidiaries,,2001-1-2,2001,2002,,0,2001-1-2,2001-1-2
F602,F00651,C25371,LEM,CLEAN POWER CAMPAIGN,,2002-12-12,2003,2004,,0,2002-12-12,2002-12-12
F602,F24805,C25253,LEM,Barona Band of Mission Indians,,2002-12-20,2003,2004,,0,2002-12-20,2002-12-20
F602,F00602,C00395,LEM,Council of UC Faculty Associations,,2001-1-2,2001,2002,,0,2001-1-2,2001-1-2
F602,F24824,E00218,LEM,California Healthcare Association and Affiliated Entities,,2001-1-2,2001,2002,,0,2001-1-2,2001-1-2
F602,F00024,C25458,LEM,S.C. JOHNSON & SON,,2002-12-5,2003,2004,,0,2002-12-5,2002-12-5
F602,F00024,C26511,LEM,TRW,,2002-12-5,2003,2004,,0,2002-12-5,2002-12-5
F602,F00024,C25666,LEM,PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,,2002-12-9,2003,2004,,0,2002-12-9,2002-12-9
F602,F00024,1234477,LEM,Qwest,,2002-12-5,2003,2004,,0,2002-12-5,2002-12-5
F602,F22074,C26247,LEM,CALIFORNIA ASSOCIATION OF SMALL EMPLOYER HEALTH PLANS,,2002-12-27,2003,2004,,0,2002-12-27,2002-12-27
F602,F22074,C25691,LEM,INSURANCE BROKERS AND AGENTS OF THE WEST,,2002-12-27,2003,2004,,0,2002-12-27,2002-12-27
F602,F22074,1241689,LEM,Liberty Mutual Group,,2002-12-27,2003,2004,,0,2002-12-27,2002-12-27
F602,F22074,C24626,LEM,INTERNATIONAL FRANCHISE ASSOCIATION (IFA),,2002-12-27,2003,2004,,0,2002-12-27,2002-12-27
F602,F22074,C25025,LEM,"INSURANCE SERVICES OFFICE, INC.",,2002-12-27,2003,2004,,0,2002-12-27,2002-12-27
F602,F22074,C00529,LEM,INSURANCE AGENTS AND BROKERS LEGISLATIVE COUNCIL,,2002-12-27,2003,2004,,0,2002-12-27,2002-12-27
F602,F22074,C24439,LEM,CALIFORNIA INSURANCE WHOLESALERS ASSOCIATION (CIWA),,2002-12-27,2003,2004,,0,2002-12-27,2002-12-27
F602,F00419,C00415,LEM,DRIVING SCHOOL ASSOCIATION OF CALIFORNIA Inc.,,2002-12-27,2003,2004,,0,2002-12-27,2002-12-27
F602,F24670,F24670,LEM,GOVERNMENT AFFAIRS CONSULTING,,2001-5-18,2001,2001,,0,2001-5-18,2001-5-18
F602,F24670,F24670,LEM,GOVERNMENT AFFAIRS CONSULTING,,2001-5-18,2001,2002,,1,2001-5-18,2001-5-18
F602,F24824,1234184,LEM,California Squid Fishermen's Association,,2001-5-23,2001,2002,,0,2001-5-23,2001-5-23
F602,F24824,E24730,LEM,Alliance of Automobile Manufacturers Inc.,,2001-1-2,2001,2002,,0,2001-1-2,2001-1-2
F602,F24824,C28112,LEM,Automated Power Exchange,,2001-1-2,2001,2002,,0,2001-1-2,2001-1-2
F602,F24824,1228625,LEM,FPL Energy Inc.,,2001-1-2,2001,2002,,0,2001-1-2,2001-1-2
F602,F24824,E00550,LEM,Kaiser Foundation Health Plan Inc.,,2001-1-2,2001,2002,,0,2001-1-2,2001-1-2
F602,F24824,C24915,LEM,Molina Health Care of California,,2001-1-2,2001,2002,,0,2001-1-2,2001-1-2
F602,F24824,E01982,LEM,Pacific Gas & Electric Company,,2001-1-2,2001,2002,,0,2001-1-2,2001-1-2
F602,F24824,C28353,LEM,Runyon Saltzman & Einhorn Inc.,,2001-1-2,2001,2002,,0,2001-1-2,2001-1-2
F602,F24824,C28212,LEM,Stocker Resources LP a Limited Partnership by Stocker Resources Inc. General Partner,,2001-1-2,2001,2002,,0,2001-1-2,2001-1-2
F602,F24824,C26328,LEM,Word & Brown,,2001-1-2,2001,2002,,0,2001-1-2,2001-1-2
F602,F24824,F24857,FRM,Equiva Services LLC,,2001-1-2,2001,2002,,0,2001-1-2,2001-1-2
F602,F24805,C25253,LEM,Barona Band of Mission Indians,,2001-1-2,2001,2002,,0,2001-1-2,2001-1-2
F602,F24805,E24703,LEM,Hotel Employees and Restaurant Employees International Union (HEREIU),,2001-1-2,2001,2002,,0,2001-1-2,2001-1-2
F602,F24805,C00749,LEM,Shapell Industries Inc.,,2001-1-2,2001,2002,,0,2001-1-2,2001-1-2
F602,F24805,E24609,LEM,United Farm Workers of America AFL-CIO,,2001-1-2,2001,2002,,0,2001-1-2,2001-1-2
F602,F24805,C25292,LEM,Viejas Band of Kumeyaay Mission Indians,,2001-1-2,2001,2002,,0,2001-1-2,2001-1-2
F602,1239585,F24490,LEM,LONG-TERM CARE PHARMACY ALLIANCE,,2001-10-31,2001,2002,,0,2001-10-31,2001-10-31
F602,F24824,C26925,LEM,American International Group Inc. and its subsidiaries,,2001-1-2,2001,2002,,0,2001-1-2,2001-1-2
F602,1222712,1222784,LEM,CALIFORNIA DVBE ALLIANCE,,2001-1-4,2001,2002,,0,2001-1-4,2001-1-4
F602,F23066,C21122,LEM,JAPAN GOVERNMENT OF,,2001-1-23,2001,2002,,0,2001-1-23,2001-1-23
F602,F00594,1232109,FRM,Higgins & Associates,,2002-12-31,2003,2004,,0,2002-12-31,2002-12-31
F602,F00594,C21309,LEM,City of Chula Vista,,2002-12-31,2003,2004,,0,2002-12-31,2002-12-31
F602,F22074,1236269,LEM,Compline LLC,,2002-12-27,2003,2004,,0,2002-12-27,2002-12-27
F602,F20935,C00039,LEM,ASSOCIATED GENERAL CONTRACTORS OF CALIFORNIA,,2002-11-26,2003,2004,,0,2002-11-26,2002-11-26
F602,F20935,C24912,LEM,ASSOCIATED GENERAL CONTRACTORS-SAN DIEGO CHAPTER,,2002-11-26,2003,2004,,0,2002-11-26,2002-11-26
F602,F20935,C27363,LEM,CALIFORNIA BUSINESS ROUNDTABLE,,2002-11-26,2003,2004,,0,2002-11-26,2002-11-26
F602,F20935,E00169,LEM,CALIFORNIA CHAMBER OF COMMERCE,,2002-11-26,2003,2004,,0,2002-11-26,2002-11-26
F602,F20935,C23444,LEM,TEJON RANCHCORP,,2002-11-26,2003,2004,,0,2002-11-26,2002-11-26
F602,F20935,C26218,LEM,TTX COMPANY,,2002-11-26,2003,2004,,0,2002-11-26,2002-11-26
F602,F00024,C23078,LEM,CALIFORNIA OPERATORS ASSOCIATION,,2002-12-5,2003,2004,,0,2002-12-5,2002-12-5
